image_path,class_name,class_id,sample_id
../Dataset/Wheat varieties dataset/Dilkash/D5/Dilkash (13).jpg,Dilkash,1,D5
../Dataset/Wheat varieties dataset/Dilkash/D5/Dilkash (14).jpg,Dilkash,1,D5
../Dataset/Wheat varieties dataset/Dilkash/D5/Dilkash (15).jpg,Dilkash,1,D5
../Dataset/Wheat varieties dataset/Dilkash/D2/Dilkash (6).jpg,Dilkash,1,D2
../Dataset/Wheat varieties dataset/Dilkash/D2/Dilkash (4).jpg,Dilkash,1,D2
../Dataset/Wheat varieties dataset/Dilkash/D2/Dilkash (5).jpg,Dilkash,1,D2
../Dataset/Wheat varieties dataset/Dilkash/D112/Dilkash (336).jpg,Dilkash,1,D112
../Dataset/Wheat varieties dataset/Dilkash/D112/Dilkash (335).jpg,Dilkash,1,D112
../Dataset/Wheat varieties dataset/Dilkash/D112/Dilkash (334).jpg,Dilkash,1,D112
../Dataset/Wheat varieties dataset/Dilkash/D35/Dilkash (103).jpg,Dilkash,1,D35
../Dataset/Wheat varieties dataset/Dilkash/D35/Dilkash (104).jpg,Dilkash,1,D35
../Dataset/Wheat varieties dataset/Dilkash/D35/Dilkash (105).jpg,Dilkash,1,D35
../Dataset/Wheat varieties dataset/Dilkash/D32/Dilkash (94).jpg,Dilkash,1,D32
../Dataset/Wheat varieties dataset/Dilkash/D32/Dilkash (95).jpg,Dilkash,1,D32
../Dataset/Wheat varieties dataset/Dilkash/D32/Dilkash (96).jpg,Dilkash,1,D32
../Dataset/Wheat varieties dataset/Dilkash/D115/Dilkash (343).jpg,Dilkash,1,D115
../Dataset/Wheat varieties dataset/Dilkash/D115/Dilkash (344).jpg,Dilkash,1,D115
../Dataset/Wheat varieties dataset/Dilkash/D115/Dilkash (345).jpg,Dilkash,1,D115
../Dataset/Wheat varieties dataset/Dilkash/D123/Dilkash (367).jpg,Dilkash,1,D123
../Dataset/Wheat varieties dataset/Dilkash/D123/Dilkash (368).jpg,Dilkash,1,D123
../Dataset/Wheat varieties dataset/Dilkash/D123/Dilkash (369).jpg,Dilkash,1,D123
../Dataset/Wheat varieties dataset/Dilkash/D124/Dilkash (370).jpg,Dilkash,1,D124
../Dataset/Wheat varieties dataset/Dilkash/D124/Dilkash (371).jpg,Dilkash,1,D124
../Dataset/Wheat varieties dataset/Dilkash/D124/Dilkash (372).jpg,Dilkash,1,D124
../Dataset/Wheat varieties dataset/Dilkash/D68/Dilkash (203).jpg,Dilkash,1,D68
../Dataset/Wheat varieties dataset/Dilkash/D68/Dilkash (202).jpg,Dilkash,1,D68
../Dataset/Wheat varieties dataset/Dilkash/D68/Dilkash (204).jpg,Dilkash,1,D68
../Dataset/Wheat varieties dataset/Dilkash/D57/Dilkash (171).jpg,Dilkash,1,D57
../Dataset/Wheat varieties dataset/Dilkash/D57/Dilkash (170).jpg,Dilkash,1,D57
../Dataset/Wheat varieties dataset/Dilkash/D57/Dilkash (169).jpg,Dilkash,1,D57
../Dataset/Wheat varieties dataset/Dilkash/D50/Dilkash (150).jpg,Dilkash,1,D50
../Dataset/Wheat varieties dataset/Dilkash/D50/Dilkash (149).jpg,Dilkash,1,D50
../Dataset/Wheat varieties dataset/Dilkash/D50/Dilkash (148).jpg,Dilkash,1,D50
../Dataset/Wheat varieties dataset/Dilkash/D59/Dilkash (177).jpg,Dilkash,1,D59
../Dataset/Wheat varieties dataset/Dilkash/D59/Dilkash (176).jpg,Dilkash,1,D59
../Dataset/Wheat varieties dataset/Dilkash/D59/Dilkash (175).jpg,Dilkash,1,D59
../Dataset/Wheat varieties dataset/Dilkash/D92/Dilkash (274).jpg,Dilkash,1,D92
../Dataset/Wheat varieties dataset/Dilkash/D92/Dilkash (275).jpg,Dilkash,1,D92
../Dataset/Wheat varieties dataset/Dilkash/D92/Dilkash (276).jpg,Dilkash,1,D92
../Dataset/Wheat varieties dataset/Dilkash/D66/Dilkash (198).jpg,Dilkash,1,D66
../Dataset/Wheat varieties dataset/Dilkash/D66/Dilkash (196).jpg,Dilkash,1,D66
../Dataset/Wheat varieties dataset/Dilkash/D66/Dilkash (197).jpg,Dilkash,1,D66
../Dataset/Wheat varieties dataset/Dilkash/D61/Dilkash (182).jpg,Dilkash,1,D61
../Dataset/Wheat varieties dataset/Dilkash/D61/Dilkash (183).jpg,Dilkash,1,D61
../Dataset/Wheat varieties dataset/Dilkash/D61/Dilkash (181).jpg,Dilkash,1,D61
../Dataset/Wheat varieties dataset/Dilkash/D95/Dilkash (285).jpg,Dilkash,1,D95
../Dataset/Wheat varieties dataset/Dilkash/D95/Dilkash (284).jpg,Dilkash,1,D95
../Dataset/Wheat varieties dataset/Dilkash/D95/Dilkash (283).jpg,Dilkash,1,D95
../Dataset/Wheat varieties dataset/Dilkash/D125/Dilkash (374).jpg,Dilkash,1,D125
../Dataset/Wheat varieties dataset/Dilkash/D125/Dilkash (375).jpg,Dilkash,1,D125
../Dataset/Wheat varieties dataset/Dilkash/D125/Dilkash (373).jpg,Dilkash,1,D125
../Dataset/Wheat varieties dataset/Dilkash/D122/Dilkash (366).jpg,Dilkash,1,D122
../Dataset/Wheat varieties dataset/Dilkash/D122/Dilkash (364).jpg,Dilkash,1,D122
../Dataset/Wheat varieties dataset/Dilkash/D122/Dilkash (365).jpg,Dilkash,1,D122
../Dataset/Wheat varieties dataset/Dilkash/D114/Dilkash (340).jpg,Dilkash,1,D114
../Dataset/Wheat varieties dataset/Dilkash/D114/Dilkash (341).jpg,Dilkash,1,D114
../Dataset/Wheat varieties dataset/Dilkash/D114/Dilkash (342).jpg,Dilkash,1,D114
../Dataset/Wheat varieties dataset/Dilkash/D33/Dilkash (98).jpg,Dilkash,1,D33
../Dataset/Wheat varieties dataset/Dilkash/D33/Dilkash (99).jpg,Dilkash,1,D33
../Dataset/Wheat varieties dataset/Dilkash/D33/Dilkash (97).jpg,Dilkash,1,D33
../Dataset/Wheat varieties dataset/Dilkash/D34/Dilkash (100).jpg,Dilkash,1,D34
../Dataset/Wheat varieties dataset/Dilkash/D34/Dilkash (101).jpg,Dilkash,1,D34
../Dataset/Wheat varieties dataset/Dilkash/D34/Dilkash (102).jpg,Dilkash,1,D34
../Dataset/Wheat varieties dataset/Dilkash/D113/Dilkash (337).jpg,Dilkash,1,D113
../Dataset/Wheat varieties dataset/Dilkash/D113/Dilkash (339).jpg,Dilkash,1,D113
../Dataset/Wheat varieties dataset/Dilkash/D113/Dilkash (338).jpg,Dilkash,1,D113
../Dataset/Wheat varieties dataset/Dilkash/D94/Dilkash (281).jpg,Dilkash,1,D94
../Dataset/Wheat varieties dataset/Dilkash/D94/Dilkash (280).jpg,Dilkash,1,D94
../Dataset/Wheat varieties dataset/Dilkash/D94/Dilkash (282).jpg,Dilkash,1,D94
../Dataset/Wheat varieties dataset/Dilkash/D60/Dilkash (179).jpg,Dilkash,1,D60
../Dataset/Wheat varieties dataset/Dilkash/D60/Dilkash (180).jpg,Dilkash,1,D60
../Dataset/Wheat varieties dataset/Dilkash/D60/Dilkash (178).jpg,Dilkash,1,D60
../Dataset/Wheat varieties dataset/Dilkash/D58/Dilkash (174).jpg,Dilkash,1,D58
../Dataset/Wheat varieties dataset/Dilkash/D58/Dilkash (173).jpg,Dilkash,1,D58
../Dataset/Wheat varieties dataset/Dilkash/D58/Dilkash (172).jpg,Dilkash,1,D58
../Dataset/Wheat varieties dataset/Dilkash/D67/Dilkash (199).jpg,Dilkash,1,D67
../Dataset/Wheat varieties dataset/Dilkash/D67/Dilkash (201).jpg,Dilkash,1,D67
../Dataset/Wheat varieties dataset/Dilkash/D67/Dilkash (200).jpg,Dilkash,1,D67
../Dataset/Wheat varieties dataset/Dilkash/D93/Dilkash (278).jpg,Dilkash,1,D93
../Dataset/Wheat varieties dataset/Dilkash/D93/Dilkash (279).jpg,Dilkash,1,D93
../Dataset/Wheat varieties dataset/Dilkash/D93/Dilkash (277).jpg,Dilkash,1,D93
../Dataset/Wheat varieties dataset/Dilkash/D51/Dilkash (151).jpg,Dilkash,1,D51
../Dataset/Wheat varieties dataset/Dilkash/D51/Dilkash (153).jpg,Dilkash,1,D51
../Dataset/Wheat varieties dataset/Dilkash/D51/Dilkash (152).jpg,Dilkash,1,D51
../Dataset/Wheat varieties dataset/Dilkash/D69/Dilkash (205).jpg,Dilkash,1,D69
../Dataset/Wheat varieties dataset/Dilkash/D69/Dilkash (207).jpg,Dilkash,1,D69
../Dataset/Wheat varieties dataset/Dilkash/D69/Dilkash (206).jpg,Dilkash,1,D69
../Dataset/Wheat varieties dataset/Dilkash/D56/Dilkash (167).jpg,Dilkash,1,D56
../Dataset/Wheat varieties dataset/Dilkash/D56/Dilkash (166).jpg,Dilkash,1,D56
../Dataset/Wheat varieties dataset/Dilkash/D56/Dilkash (168).jpg,Dilkash,1,D56
../Dataset/Wheat varieties dataset/Akbar/A4/IMG_7464.jpg,Akbar,0,A4
../Dataset/Wheat varieties dataset/Akbar/A4/IMG_7462.jpg,Akbar,0,A4
../Dataset/Wheat varieties dataset/Akbar/A4/IMG_7463.jpg,Akbar,0,A4
../Dataset/Wheat varieties dataset/Akbar/A58/IMG_7677.jpg,Akbar,0,A58
../Dataset/Wheat varieties dataset/Akbar/A58/IMG_7676.jpg,Akbar,0,A58
../Dataset/Wheat varieties dataset/Akbar/A58/IMG_7674.jpg,Akbar,0,A58
../Dataset/Wheat varieties dataset/Akbar/A67/IMG_7705.jpg,Akbar,0,A67
../Dataset/Wheat varieties dataset/Akbar/A67/IMG_7704.jpg,Akbar,0,A67
../Dataset/Wheat varieties dataset/Akbar/A67/IMG_7706.jpg,Akbar,0,A67
../Dataset/Wheat varieties dataset/Akbar/A93/IMG_7785.jpg,Akbar,0,A93
../Dataset/Wheat varieties dataset/Akbar/A93/IMG_7787.jpg,Akbar,0,A93
../Dataset/Wheat varieties dataset/Akbar/A93/IMG_7786.jpg,Akbar,0,A93
../Dataset/Wheat varieties dataset/Akbar/A3/IMG_7459.jpg,Akbar,0,A3
../Dataset/Wheat varieties dataset/Akbar/A3/IMG_7461.jpg,Akbar,0,A3
../Dataset/Wheat varieties dataset/Akbar/A3/IMG_7460.jpg,Akbar,0,A3
../Dataset/Wheat varieties dataset/Akbar/A94/IMG_7790.jpg,Akbar,0,A94
../Dataset/Wheat varieties dataset/Akbar/A94/IMG_7730.jpg,Akbar,0,A94
../Dataset/Wheat varieties dataset/Akbar/A94/IMG_7729.jpg,Akbar,0,A94
../Dataset/Wheat varieties dataset/Akbar/A60/IMG_7681.jpg,Akbar,0,A60
../Dataset/Wheat varieties dataset/Akbar/A60/IMG_7682.jpg,Akbar,0,A60
../Dataset/Wheat varieties dataset/Akbar/A60/IMG_7683.jpg,Akbar,0,A60
../Dataset/Wheat varieties dataset/Akbar/A69/IMG_7711.jpg,Akbar,0,A69
../Dataset/Wheat varieties dataset/Akbar/A69/IMG_7710.jpg,Akbar,0,A69
../Dataset/Wheat varieties dataset/Akbar/A69/IMG_7712.jpg,Akbar,0,A69
../Dataset/Wheat varieties dataset/Akbar/A103/IMG_0803.jpg,Akbar,0,A103
../Dataset/Wheat varieties dataset/Akbar/A103/IMG_0802.jpg,Akbar,0,A103
../Dataset/Wheat varieties dataset/Akbar/A103/IMG_0806.jpg,Akbar,0,A103
../Dataset/Wheat varieties dataset/Akbar/A56/IMG_7669.jpg,Akbar,0,A56
../Dataset/Wheat varieties dataset/Akbar/A56/IMG_7668.jpg,Akbar,0,A56
../Dataset/Wheat varieties dataset/Akbar/A56/IMG_7670.jpg,Akbar,0,A56
../Dataset/Wheat varieties dataset/Akbar/A51/IMG_7653.jpg,Akbar,0,A51
../Dataset/Wheat varieties dataset/Akbar/A51/IMG_7652.jpg,Akbar,0,A51
../Dataset/Wheat varieties dataset/Akbar/A51/IMG_7654.jpg,Akbar,0,A51
../Dataset/Wheat varieties dataset/Akbar/A104/IMG_0808.jpg,Akbar,0,A104
../Dataset/Wheat varieties dataset/Akbar/A104/IMG_0807.jpg,Akbar,0,A104
../Dataset/Wheat varieties dataset/Akbar/A104/IMG_0811.jpg,Akbar,0,A104
../Dataset/Wheat varieties dataset/Akbar/A34/IMG_7558.jpg,Akbar,0,A34
../Dataset/Wheat varieties dataset/Akbar/A34/IMG_7559.jpg,Akbar,0,A34
../Dataset/Wheat varieties dataset/Akbar/A34/IMG_7561.jpg,Akbar,0,A34
../Dataset/Wheat varieties dataset/Akbar/A34/IMG_7560.jpg,Akbar,0,A34
../Dataset/Wheat varieties dataset/Akbar/A33/IMG_7557.jpg,Akbar,0,A33
../Dataset/Wheat varieties dataset/Akbar/A33/IMG_7508.jpg,Akbar,0,A33
../Dataset/Wheat varieties dataset/Akbar/A33/IMG_7507.jpg,Akbar,0,A33
../Dataset/Wheat varieties dataset/Akbar/A105/IMG_0818.jpg,Akbar,0,A105
../Dataset/Wheat varieties dataset/Akbar/A105/IMG_0803.jpg,Akbar,0,A105
../Dataset/Wheat varieties dataset/Akbar/A105/IMG_0812.jpg,Akbar,0,A105
../Dataset/Wheat varieties dataset/Akbar/A50/IMG_7618.jpg,Akbar,0,A50
../Dataset/Wheat varieties dataset/Akbar/A50/IMG_7619.jpg,Akbar,0,A50
../Dataset/Wheat varieties dataset/Akbar/A50/IMG_7617.jpg,Akbar,0,A50
../Dataset/Wheat varieties dataset/Akbar/A68/IMG_7687.jpg,Akbar,0,A68
../Dataset/Wheat varieties dataset/Akbar/A68/IMG_7688.jpg,Akbar,0,A68
../Dataset/Wheat varieties dataset/Akbar/A68/IMG_7689.jpg,Akbar,0,A68
../Dataset/Wheat varieties dataset/Akbar/A57/IMG_7671.jpg,Akbar,0,A57
../Dataset/Wheat varieties dataset/Akbar/A57/IMG_7672.jpg,Akbar,0,A57
../Dataset/Wheat varieties dataset/Akbar/A57/IMG_7673.jpg,Akbar,0,A57
../Dataset/Wheat varieties dataset/Akbar/A102/IMG_0801.jpg,Akbar,0,A102
../Dataset/Wheat varieties dataset/Akbar/A102/IMG_0796.jpg,Akbar,0,A102
../Dataset/Wheat varieties dataset/Akbar/A102/IMG_0797.jpg,Akbar,0,A102
../Dataset/Wheat varieties dataset/Akbar/A2/b.jpg,Akbar,0,A2
../Dataset/Wheat varieties dataset/Akbar/A2/c.jpg,Akbar,0,A2
../Dataset/Wheat varieties dataset/Akbar/A2/a.jpg,Akbar,0,A2
../Dataset/Wheat varieties dataset/Akbar/A61/IMG_7686.jpg,Akbar,0,A61
../Dataset/Wheat varieties dataset/Akbar/A61/IMG_7684.jpg,Akbar,0,A61
../Dataset/Wheat varieties dataset/Akbar/A61/IMG_7685.jpg,Akbar,0,A61
../Dataset/Wheat varieties dataset/Akbar/A95/IMG_7791.jpg,Akbar,0,A95
../Dataset/Wheat varieties dataset/Akbar/A95/IMG_7792.jpg,Akbar,0,A95
../Dataset/Wheat varieties dataset/Akbar/A95/IMG_7769.jpg,Akbar,0,A95
../Dataset/Wheat varieties dataset/Akbar/A5/IMG_7468.jpg,Akbar,0,A5
../Dataset/Wheat varieties dataset/Akbar/A5/IMG_7467.jpg,Akbar,0,A5
../Dataset/Wheat varieties dataset/Akbar/A5/IMG_7466.jpg,Akbar,0,A5
../Dataset/Wheat varieties dataset/Akbar/A59/IMG_7678.jpg,Akbar,0,A59
../Dataset/Wheat varieties dataset/Akbar/A59/IMG_7679.jpg,Akbar,0,A59
../Dataset/Wheat varieties dataset/Akbar/A59/IMG_7680.jpg,Akbar,0,A59
../Dataset/Wheat varieties dataset/Akbar/A92/IMG_7784.jpg,Akbar,0,A92
../Dataset/Wheat varieties dataset/Akbar/A92/Screenshot 2024-09-10 093943.jpg,Akbar,0,A92
../Dataset/Wheat varieties dataset/Akbar/A92/IMG_7783.jpg,Akbar,0,A92
../Dataset/Wheat varieties dataset/Akbar/A66/IMG_7699.jpg,Akbar,0,A66
../Dataset/Wheat varieties dataset/Akbar/A66/IMG_7702.jpg,Akbar,0,A66
../Dataset/Wheat varieties dataset/Akbar/A66/IMG_7700.jpg,Akbar,0,A66
../Dataset/Wheat varieties dataset/Akbar/A32/IMG_7552.jpg,Akbar,0,A32
../Dataset/Wheat varieties dataset/Akbar/A32/IMG_7553.jpg,Akbar,0,A32
../Dataset/Wheat varieties dataset/Akbar/A32/IMG_7554.jpg,Akbar,0,A32
../Dataset/Wheat varieties dataset/Akbar/A35/IMG_7564.jpg,Akbar,0,A35
../Dataset/Wheat varieties dataset/Akbar/A35/IMG_7562.jpg,Akbar,0,A35
../Dataset/Wheat varieties dataset/Akbar/A35/IMG_7563.jpg,Akbar,0,A35
../Dataset/Wheat varieties dataset/Akbar/A19/IMG_7513.jpg,Akbar,0,A19
../Dataset/Wheat varieties dataset/Akbar/A19/IMG_7512.jpg,Akbar,0,A19
../Dataset/Wheat varieties dataset/Akbar/A19/IMG_7514.jpg,Akbar,0,A19
../Dataset/Wheat varieties dataset/Akbar/A26/IMG_7534.jpg,Akbar,0,A26
../Dataset/Wheat varieties dataset/Akbar/A26/IMG_7535.jpg,Akbar,0,A26
../Dataset/Wheat varieties dataset/Akbar/A26/IMG_7536.jpg,Akbar,0,A26
../Dataset/Wheat varieties dataset/Akbar/A21/IMG_7530.jpg,Akbar,0,A21
../Dataset/Wheat varieties dataset/Akbar/A21/IMG_7520.jpg,Akbar,0,A21
../Dataset/Wheat varieties dataset/Akbar/A21/IMG_7529.jpg,Akbar,0,A21
../Dataset/Wheat varieties dataset/Akbar/A28/IMG_7542.jpg,Akbar,0,A28
../Dataset/Wheat varieties dataset/Akbar/A28/IMG_7540.jpg,Akbar,0,A28
../Dataset/Wheat varieties dataset/Akbar/A28/IMG_7541.jpg,Akbar,0,A28
../Dataset/Wheat varieties dataset/Akbar/A17/IMG_7506.jpg,Akbar,0,A17
../Dataset/Wheat varieties dataset/Akbar/A17/IMG_7504.jpg,Akbar,0,A17
../Dataset/Wheat varieties dataset/Akbar/A17/IMG_7505.jpg,Akbar,0,A17
../Dataset/Wheat varieties dataset/Akbar/A10/IMG_7484.jpg,Akbar,0,A10
../Dataset/Wheat varieties dataset/Akbar/A10/IMG_7483.jpg,Akbar,0,A10
../Dataset/Wheat varieties dataset/Akbar/A10/IMG_7482.jpg,Akbar,0,A10
../Dataset/Wheat varieties dataset/Akbar/A44/IMG_7595.jpg,Akbar,0,A44
../Dataset/Wheat varieties dataset/Akbar/A44/IMG_7597.jpg,Akbar,0,A44
../Dataset/Wheat varieties dataset/Akbar/A44/IMG_7596.jpg,Akbar,0,A44
../Dataset/Wheat varieties dataset/Akbar/A111/IMG_0837.jpg,Akbar,0,A111
../Dataset/Wheat varieties dataset/Akbar/A111/IMG_0841.jpg,Akbar,0,A111
../Dataset/Wheat varieties dataset/Akbar/A111/IMG_0839.jpg,Akbar,0,A111
../Dataset/Wheat varieties dataset/Akbar/A116/IMG_0865.jpg,Akbar,0,A116
../Dataset/Wheat varieties dataset/Akbar/A116/IMG_0864.jpg,Akbar,0,A116
../Dataset/Wheat varieties dataset/Akbar/A116/IMG_0866.jpg,Akbar,0,A116
../Dataset/Wheat varieties dataset/Akbar/A43/IMG_7592.jpg,Akbar,0,A43
../Dataset/Wheat varieties dataset/Akbar/A43/IMG_7593.jpg,Akbar,0,A43
../Dataset/Wheat varieties dataset/Akbar/A43/IMG_7591.jpg,Akbar,0,A43
../Dataset/Wheat varieties dataset/Akbar/A43/IMG_7594.jpg,Akbar,0,A43
../Dataset/Wheat varieties dataset/Akbar/A88/IMG_7772.jpg,Akbar,0,A88
../Dataset/Wheat varieties dataset/Akbar/A88/IMG_7771.jpg,Akbar,0,A88
../Dataset/Wheat varieties dataset/Akbar/A88/IMG_7770.jpg,Akbar,0,A88
../Dataset/Wheat varieties dataset/Akbar/A120/IMG_0881.jpg,Akbar,0,A120
../Dataset/Wheat varieties dataset/Akbar/A120/IMG_0883.jpg,Akbar,0,A120
../Dataset/Wheat varieties dataset/Akbar/A120/IMG_0879.jpg,Akbar,0,A120
../Dataset/Wheat varieties dataset/Akbar/A75/IMG_7731.jpg,Akbar,0,A75
../Dataset/Wheat varieties dataset/Akbar/A75/IMG_7732.jpg,Akbar,0,A75
../Dataset/Wheat varieties dataset/Akbar/A75/IMG_7722.jpg,Akbar,0,A75
../Dataset/Wheat varieties dataset/Akbar/A81/IMG_7750.jpg,Akbar,0,A81
../Dataset/Wheat varieties dataset/Akbar/A81/IMG_7748.jpg,Akbar,0,A81
../Dataset/Wheat varieties dataset/Akbar/A81/IMG_7749.jpg,Akbar,0,A81
../Dataset/Wheat varieties dataset/Akbar/A86/IMG_7766.jpg,Akbar,0,A86
../Dataset/Wheat varieties dataset/Akbar/A86/IMG_7765.jpg,Akbar,0,A86
../Dataset/Wheat varieties dataset/Akbar/A86/IMG_7764.jpg,Akbar,0,A86
../Dataset/Wheat varieties dataset/Akbar/A72/IMG_7724.jpg,Akbar,0,A72
../Dataset/Wheat varieties dataset/Akbar/A72/IMG_7725.jpg,Akbar,0,A72
../Dataset/Wheat varieties dataset/Akbar/A72/IMG_7723.jpg,Akbar,0,A72
../Dataset/Wheat varieties dataset/Akbar/A118/IMG_0874.jpg,Akbar,0,A118
../Dataset/Wheat varieties dataset/Akbar/A118/IMG_0872.jpg,Akbar,0,A118
../Dataset/Wheat varieties dataset/Akbar/A118/IMG_0873.jpg,Akbar,0,A118
../Dataset/Wheat varieties dataset/Akbar/A11/IMG_7485.jpg,Akbar,0,A11
../Dataset/Wheat varieties dataset/Akbar/A11/IMG_7486.jpg,Akbar,0,A11
../Dataset/Wheat varieties dataset/Akbar/A29/IMG_7545.jpg,Akbar,0,A29
../Dataset/Wheat varieties dataset/Akbar/A29/IMG_7544.jpg,Akbar,0,A29
../Dataset/Wheat varieties dataset/Akbar/A29/IMG_7543.jpg,Akbar,0,A29
../Dataset/Wheat varieties dataset/Akbar/A16/IMG_7502.jpg,Akbar,0,A16
../Dataset/Wheat varieties dataset/Akbar/A16/IMG_7503.jpg,Akbar,0,A16
../Dataset/Wheat varieties dataset/Akbar/A20/IMG_7515.jpg,Akbar,0,A20
../Dataset/Wheat varieties dataset/Akbar/A20/IMG_7516.jpg,Akbar,0,A20
../Dataset/Wheat varieties dataset/Akbar/A20/IMG_7517.jpg,Akbar,0,A20
../Dataset/Wheat varieties dataset/Akbar/A18/IMG_7509.jpg,Akbar,0,A18
../Dataset/Wheat varieties dataset/Akbar/A18/IMG_7510.jpg,Akbar,0,A18
../Dataset/Wheat varieties dataset/Akbar/A18/IMG_7511.jpg,Akbar,0,A18
../Dataset/Wheat varieties dataset/Akbar/A27/IMG_7537.jpg,Akbar,0,A27
../Dataset/Wheat varieties dataset/Akbar/A27/IMG_7538.jpg,Akbar,0,A27
../Dataset/Wheat varieties dataset/Akbar/A27/IMG_7539.jpg,Akbar,0,A27
../Dataset/Wheat varieties dataset/Akbar/A73/IMG_7727.jpg,Akbar,0,A73
../Dataset/Wheat varieties dataset/Akbar/A73/IMG_7726.jpg,Akbar,0,A73
../Dataset/Wheat varieties dataset/Akbar/A73/IMG_7728.jpg,Akbar,0,A73
../Dataset/Wheat varieties dataset/Akbar/A87/IMG_7769.jpg,Akbar,0,A87
../Dataset/Wheat varieties dataset/Akbar/A87/IMG_7768.jpg,Akbar,0,A87
../Dataset/Wheat varieties dataset/Akbar/A87/IMG_7767.jpg,Akbar,0,A87
../Dataset/Wheat varieties dataset/Akbar/A119/IMG_0878.jpg,Akbar,0,A119
../Dataset/Wheat varieties dataset/Akbar/A119/IMG_0876.jpg,Akbar,0,A119
../Dataset/Wheat varieties dataset/Akbar/A119/IMG_0875.jpg,Akbar,0,A119
../Dataset/Wheat varieties dataset/Akbar/A80/IMG_7747.jpg,Akbar,0,A80
../Dataset/Wheat varieties dataset/Akbar/A80/IMG_7746.jpg,Akbar,0,A80
../Dataset/Wheat varieties dataset/Akbar/A80/IMG_7745.jpg,Akbar,0,A80
../Dataset/Wheat varieties dataset/Akbar/A74/IMG_7730.jpg,Akbar,0,A74
../Dataset/Wheat varieties dataset/Akbar/A74/IMG_7695.jpg,Akbar,0,A74
../Dataset/Wheat varieties dataset/Akbar/A74/IMG_7729.jpg,Akbar,0,A74
../Dataset/Wheat varieties dataset/Akbar/A121/IMG_0887.jpg,Akbar,0,A121
../Dataset/Wheat varieties dataset/Akbar/A121/IMG_0886.jpg,Akbar,0,A121
../Dataset/Wheat varieties dataset/Akbar/A121/IMG_0888.jpg,Akbar,0,A121
../Dataset/Wheat varieties dataset/Akbar/A42/IMG_7590.jpg,Akbar,0,A42
../Dataset/Wheat varieties dataset/Akbar/A42/IMG_7589.jpg,Akbar,0,A42
../Dataset/Wheat varieties dataset/Akbar/A42/IMG_7588.jpg,Akbar,0,A42
../Dataset/Wheat varieties dataset/Akbar/A117/IMG_0868.jpg,Akbar,0,A117
../Dataset/Wheat varieties dataset/Akbar/A117/IMG_0870.jpg,Akbar,0,A117
../Dataset/Wheat varieties dataset/Akbar/A117/IMG_0867.jpg,Akbar,0,A117
../Dataset/Wheat varieties dataset/Akbar/A89/IMG_7773.jpg,Akbar,0,A89
../Dataset/Wheat varieties dataset/Akbar/A89/IMG_7774.jpg,Akbar,0,A89
../Dataset/Wheat varieties dataset/Akbar/A89/IMG_7775.jpg,Akbar,0,A89
../Dataset/Wheat varieties dataset/Akbar/A110/IMG_0835.jpg,Akbar,0,A110
../Dataset/Wheat varieties dataset/Akbar/A110/IMG_0834.jpg,Akbar,0,A110
../Dataset/Wheat varieties dataset/Akbar/A110/IMG_0836.jpg,Akbar,0,A110
../Dataset/Wheat varieties dataset/Akbar/A45/IMG_7598.jpg,Akbar,0,A45
../Dataset/Wheat varieties dataset/Akbar/A45/IMG_7599.jpg,Akbar,0,A45
../Dataset/Wheat varieties dataset/Akbar/A45/IMG_7600.jpg,Akbar,0,A45
../Dataset/Wheat varieties dataset/Akbar/A39/IMG_7576.jpg,Akbar,0,A39
../Dataset/Wheat varieties dataset/Akbar/A39/IMG_7575.jpg,Akbar,0,A39
../Dataset/Wheat varieties dataset/Akbar/A39/IMG_7574.jpg,Akbar,0,A39
../Dataset/Wheat varieties dataset/Akbar/A30/IMG_7530.jpg,Akbar,0,A30
../Dataset/Wheat varieties dataset/Akbar/A30/IMG_7529.jpg,Akbar,0,A30
../Dataset/Wheat varieties dataset/Akbar/A30/IMG_7548.jpg,Akbar,0,A30
../Dataset/Wheat varieties dataset/Akbar/A37/IMG_7594.jpg,Akbar,0,A37
../Dataset/Wheat varieties dataset/Akbar/A37/IMG_7568.jpg,Akbar,0,A37
../Dataset/Wheat varieties dataset/Akbar/A37/IMG_7569.jpg,Akbar,0,A37
../Dataset/Wheat varieties dataset/Akbar/A37/IMG_7570.jpg,Akbar,0,A37
../Dataset/Wheat varieties dataset/Akbar/A109/IMG_0833.jpg,Akbar,0,A109
../Dataset/Wheat varieties dataset/Akbar/A109/IMG_0832.jpg,Akbar,0,A109
../Dataset/Wheat varieties dataset/Akbar/A109/IMG_0831.jpg,Akbar,0,A109
../Dataset/Wheat varieties dataset/Akbar/A97/IMG_0768 - Copy.jpg,Akbar,0,A97
../Dataset/Wheat varieties dataset/Akbar/A97/IMG_0770.jpg,Akbar,0,A97
../Dataset/Wheat varieties dataset/Akbar/A97/IMG_0769.jpg,Akbar,0,A97
../Dataset/Wheat varieties dataset/Akbar/A63/IMG_7692.jpg,Akbar,0,A63
../Dataset/Wheat varieties dataset/Akbar/A63/IMG_7690.jpg,Akbar,0,A63
../Dataset/Wheat varieties dataset/Akbar/A63/IMG_7691.jpg,Akbar,0,A63
../Dataset/Wheat varieties dataset/Akbar/A7/IMG_7473.jpg,Akbar,0,A7
../Dataset/Wheat varieties dataset/Akbar/A7/IMG_7472.jpg,Akbar,0,A7
../Dataset/Wheat varieties dataset/Akbar/A7/IMG_7474.jpg,Akbar,0,A7
